1
50000 50000
13418 20513 72645
49576 30716 90155
1882 25186 68358
19046 43777 9796
20551 30002 6612
28143 35866 41109
26945 15524 4658
26495 31890 86022
26464 37627 33698
21299 36503 82262
7442 44109 91875
34632 43652 14655
31608 1817 70126
12417 5420 58763
21792 46273 28954
22639 33033 57458
14713 8201 96417
945 27084 16592
1316 47300 29427
22362 38577 72703
35473 14785 64961
10331 14750 66506
8775 28181 83431
27529 36762 94982
44813 38874 86202
4546 37451 23198
42031 23839 20684
18653 19608 10522
7724 16640 43293
16012 14987 49741
1957 48632 66050
1813 14710 36525
39255 34992 85140
36294 37479 54208
40306 28129 41826
18315 40866 17229
6805 2792 73801
47877 9345 75104
3031 16677 49424
704 34045 68264
45810 159 19031
29103 3932 85702
49448 22944 48703
12656 36830 63997
7480 42189 65490
22548 11822 98496
33320 19276 96771
34683 39450 33164
7500 5438 41739
45935 33558 68994
21201 8088 18429
22439 40025 44457
30651 34666 41341
47907 45718 6619
46652 18206 63691
48666 38415 70722
34754 3109 6576
40465 35722 51037
1096 4495 60787
39054 6199 21298
28581 7530 83627
39043 18760 14081
49786 28892 51865
45815 48905 21298
19866 355 71652
9725 10376 21079
23099 21015 68402
40936 3831 16087
38058 26531 20544
36496 38394 1309
14820 37627 49558
29522 35395 16351
49031 20444 51640
30559 5278 60496
5401 42673 69144
23341 43396 4779
43620 2527 97207
8415 20544 42031
25173 4198 8662
31056 20821 51132
22555 28147 71250
33610 36356 97923
26409 26618 78856
18293 19405 66690
13381 33199 13822
8507 9332 91824
31025 34695 5100
49993 10437 54094
29255 3497 79716
39549 3462 21185
37549 11880 79091
7369 10780 99250
14192 14334 91076
3909 8950 90242
12590 28009 2847
37385 28765 7693
20715 48647 67993
30345 35906 25707
47607 49314 2954
25191 17489 177
9109 24638 58778
22157 44966 47329
43483 1843 12259
35749 1640 52554
10713 6571 2414
2845 24167 7127
6236 14149 88498
38898 33771 49332
39617 47628 10414
33527 37580 99642
17327 36344 31826
2529 24437 88242
25688 42428 15444
34394 19549 39961
30411 17150 62910
21181 47433 27662
15927 29985 45359
16763 13119 50104
38948 3819 43203
40495 22596 93980
29918 15870 11575
40074 14409 78747
19771 23069 27910
20202 2399 81491
23582 8691 57757
35409 19312 99795
6043 41766 81770
21556 49372 57800
9950 40354 71393
10379 48031 3056
39933 16117 60131
29444 25328 54705
3851 24332 42480
16135 48695 36896
10879 39656 44045
13142 9123 8507
10009 42356 47587
11194 25608 91446
28945 22862 3252
39354 37959 81841
10869 17633 88249
1862 35294 69900
19260 4581 50660
31086 13820 93626
29299 7258 50703
877 47011 19774
11635 15861 16755
32701 30964 13385
14653 17420 88474
14538 14614 76446
20711 6006 11821
36040 18199 64482
22107 44783 39704
2158 10307 36966
832 34903 5067
46044 39872 58843
5925 30592 40492
29711 47589 65898
40172 20133 34110
41729 21940 4207
35984 28783 71360
22967 5266 8523
5972 20692 59315
1460 12661 77984
16380 48713 1525
16099 43556 71672
18385 19228 91140
30004 19400 43788
35218 20913 61494
11566 36345 68563
13424 8210 83594
19462 16326 23945
48555 4478 87990
30181 44074 22974
23569 20549 79044
37270 28895 52280
25704 41143 53689
37712 18540 35221
39685 13375 59137
10820 41307 87707
33126 4622 62504
28967 45095 55515
38568 44247 55495
11373 25783 80112
15666 47085 47461
37640 43537 70926
18145 13573 52988
47315 19839 18645
9026 19121 62964
48104 10121 10043
42479 12826 65486
31658 17655 64986
35859 22109 98731
2104 37564 21760
5974 33923 47729
46254 3999 95601
23948 4957 6070
30476 32095 95572
46550 47107 55164
10554 47757 78504
45899 48071 57157
14997 23778 2399
22870 31731 82109
34573 33646 28450
486 35609 54344
10396 39002 27448
47670 17037 97625
2445 9472 17680
41757 6244 98432
44937 16333 97753
32309 44226 26187
3205 8197 50935
35494 3343 67451
25586 39136 88259
8832 27576 10745
33900 8499 31810
2677 5183 31170
41351 41321 19325
21130 45569 28415
8501 39351 48320
6137 24841 22045
15887 3539 16686
24786 46108 21532
8398 11830 88702
46437 45683 19376
25297 2917 4091
10332 5995 85317
36381 38043 62592
21175 2279 74736
19128 43508 503
18365 26768 98044
24391 40476 20222
35223 43553 55705
46409 22658 76724
36913 49849 96822
34540 44964 40489
18605 8990 31563
3705 21021 61271
18634 49873 54539
44918 18480 13845
21214 36436 79067
22638 699 81089
48750 41799 44554
28610 25932 94009
28206 13584 90811
40746 14561 80729
5200 1658 51119
17939 6224 75092
386 33117 91394
48155 48536 2868
8567 34836 23554
16496 22635 18686
38624 9714 15680
17196 29736 56662
28367 31633 78756
40234 10534 55868
11139 7417 63219
18035 1299 95865
12235 46489 98803
19503 28210 65961
37954 447 66815
49011 40263 23827
26154 33281 60812
39327 13134 12001
33600 35484 31591
36993 20438 24408
31041 11188 40311
6866 16037 99998
15906 13071 6607
4946 26224 63152
32145 16923 45612
7899 47201 43954
40880 8446 8035
20795 24095 33069
2843 45395 27492
874 19001 51346
43526 29752 18353
49893 5703 47678
10156 26384 84682
38204 28059 33435
754 40977 46588
27518 15792 65790
48462 17624 18985
45400 41782 50760
16783 18770 67959
24296 11098 93048
13218 9642 36931
7496 18141 68645
49367 4412 44430
33648 13744 24984
37476 23828 60506
37619 8940 62018
39015 11586 60540
6634 17340 3828
17345 26005 79055
39448 22859 39595
20319 39171 33632
20917 35275 23237
47793 14353 89910
23628 27305 97496
26167 15669 37377
24789 11323 27458
45108 25466 41287
163 49262 13840
34406 3201 52117
19845 34627 13600
11318 17626 59604
17749 16817 8492
39463 3711 46446
3028 49824 47136
2634 16933 63841
13574 6567 23650
25704 4734 5758
19774 43579 47254
30261 34375 80352
19020 44731 31275
13472 41863 8988
7702 34411 26039
2826 6552 25463
21345 48905 80506
26376 22291 45623
28731 37765 21881
43250 13035 28870
10807 13297 48245
6212 1200 98917
13309 46581 23770
24018 44299 82191
43411 15414 23497
31350 47533 83578
18853 228 88312
26310 31402 2826
47241 12200 24683
28586 29336 11528
32653 20680 59968
16195 28694 29035
30692 36731 47163
40821 26937 33799
47495 31667 16755
497 8812 217
1946 2237 1695
32590 29756 40442
27332 24643 6502
33965 19450 58071
7463 1625 10990
20351 3808 63380
6243 48357 24417
35126 35891 43063
5929 15068 30649
9066 13661 34027
47081 28087 43446
47888 17286 1296
37443 42450 31210
44129 34913 29994
7450 31433 66426
49879 5312 67423
16394 1750 28619
47063 12080 60873
7693 26950 22941
6356 33389 63301
8848 45185 75646
13058 16062 47573
44958 18944 85702
12981 27542 1900
38009 42888 37906
38155 41766 32946
48435 24825 5494
34654 26616 451
157 42966 79195
6511 38485 83502
21879 33359 87638
33131 43298 18188
21873 18369 62527
5612 47961 7189
288 44488 93417
18410 11410 49507
28662 21646 78435
37888 39383 41512
45983 22255 35104
31086 40996 78395
16253 30690 32100
15362 32805 13345
5014 20151 56812
17487 30447 60856
3236 46983 63628
3831 30272 96593
16478 7722 87588
38177 1962 61881
48987 39893 82271
15823 4414 91117
13592 35603 58061
22826 23407 11731
39533 22321 65008
17351 15874 88313
20808 21947 11914
20454 46404 8370
27739 14994 4619
11277 9836 59595
5584 47469 38248
850 3398 54928
40632 20925 18709
1726 35945 89130
17800 33989 64642
16400 4524 94672
21319 35199 38565
1592 43678 98570
47892 36175 18974
5167 48024 91993
8530 24255 94312
36053 15724 81029
21019 45977 67530
24553 1496 2960
46620 5882 16586
49960 7129 77475
12212 16150 39619
3389 28839 89400
15534 6491 90147
34836 8661 30843
48200 27576 4555
43973 9445 88960
37483 43440 22762
23711 19520 9112
35063 30109 33516
27489 2913 39231
41359 13115 68735
31626 17187 90689
26498 15459 62922
6202 39525 59585
15553 38345 5520
24353 49663 50861
40510 2773 27923
26144 27352 13279
18449 8082 48231
19253 16013 39731
25450 29921 20595
32029 19883 6112
14903 31786 42483
42282 18370 85831
43126 7066 28595
13519 37818 9000
48105 13644 47114
7404 27717 9693
49270 48421 50516
28653 44371 23588
29284 37262 81644
15899 27185 4748
12960 48356 13260
42961 19707 81981
17657 11374 99615
23825 35165 36455
37932 12558 8622
28582 49828 47287
6005 44575 23317
34852 16585 83872
33142 28211 92274
40046 15172 5870
17581 38938 47690
46755 28310 66515
35758 38800 45098
33066 43623 26261
25160 22623 19256
25746 25996 73601
34387 16830 77827
39904 44820 81421
27856 48732 45802
24236 20746 58826
29475 39755 7751
11429 32624 87556
38946 39641 29571
15339 6034 48174
19880 14907 68102
15252 34674 81505
22877 28228 80638
42383 44871 69191
18442 24685 36281
39551 11509 99808
43339 4713 20026
39750 41128 92310
26650 9995 73617
43107 35134 95877
35879 23413 88470
49075 39284 2414
34694 7507 6055
25950 44657 30814
49174 30253 17340
38421 46241 44597
38471 16110 84958
33596 40313 52791
18676 16542 27828
40235 23458 32824
6024 22105 24726
12024 2474 51975
14863 35592 76203
49596 21715 25451
11205 38940 1051
32376 4977 89361
10569 39739 43507
49280 42431 32145
47649 1564 51814
31101 46957 87441
3486 5812 19239
48834 32678 43867
26234 32891 69861
21519 38016 89773
46215 27904 59138
12652 20619 49138
42715 42072 30606
7768 11485 50144
41953 3697 61223
27316 40580 70842
16096 11022 68075
10085 21776 73859
16922 2851 90625
34723 43558 23142
38962 49092 63808
3997 18627 14487
14225 24564 63374
36279 21725 29530
17243 49211 42439
24801 37996 28325
35055 3411 80832
2226 44448 61127
36222 3206 48554
28056 14870 2099
11296 8196 75508
28577 11148 2408
38691 25927 29331
6740 22469 60310
599 44063 60999
46261 41520 26572
23605 10514 56305
18660 4185 63731
32941 10776 62556
13217 46676 42887
30476 15209 8305
42556 13947 54759
2029 15737 61368
6288 16688 5349
27609 13160 78556
45193 29019 31183
31912 13681 14557
20106 36727 967
39638 28708 88487
3301 29192 26134
23114 15297 36118
39312 37581 69537
7007 37842 15722
3538 30861 85717
8604 22407 55428
20584 1556 18353
13685 22396 51732
37868 36123 85301
44847 7678 46168
8210 17892 89343
1965 13981 47976
32058 13782 39465
31815 9953 44358
16952 18900 85681
10865 2289 90399
17409 4700 40825
30292 39496 92388
7231 23403 59502
2845 9546 80968
32093 45369 93594
42915 34757 13839
34251 35769 16527
32501 22934 9939
34997 43746 61930
28868 47198 98527
22183 22783 60394
11360 41911 95257
23295 37172 92236
22143 30294 16774
31128 8423 14223
26480 43501 85441
25129 42559 99147
13809 9922 46906
23222 48367 61555
44752 45218 97150
20410 31930 80690
28880 37628 44716
2973 233 71653
42532 2351 26510
22174 17522 37213
33753 48344 1485
33953 46625 14920
6202 26798 72564
30502 19506 98751
292 21013 38885
2174 22041 34877
3608 24652 2750
37947 37610 44744
31215 29300 4529
9357 38066 83906
40728 21916 43008
4894 45880 36227
21071 23576 77512
20667 22987 38320
21075 9589 29112
9292 32366 85483
46504 32909 77645
33063 43094 81396
2488 9461 96733
1863 49798 62462
13291 25414 63578
28832 48444 89205
26673 1438 87321
43241 4413 56691
31369 38736 40395
3616 14051 34269
26873 24635 31223
47884 9371 50314
12668 28397 44948
42871 45483 85511
5399 12192 23824
32406 31563 64766
29919 5838 38298
25642 8059 97063
38997 33864 37456
45397 10587 75577
25156 9463 61210
12084 1833 72710
35232 24357 19004
8993 3423 35755
44617 30087 68351
28487 32295 75166
45108 3854 78606
28328 41082 91500
55 49654 50531
30377 29559 98043
9202 40825 73951
22605 4612 10945
8065 456 48652
19727 39532 5605
34817 16467 59807
26713 49754 73135
37137 5134 30622
48685 35249 42563
30599 33966 63593
20042 5196 45607
37884 22769 66807
16873 48914 89275
34790 33443 51264
24500 45108 58472
4755 34906 67560
19698 30091 51125
39712 26175 37274
47896 21264 17468
15437 7299 66365
5937 36832 80806
45778 27954 22253
11964 17727 58645
37846 1175 65527
17562 1463 36359
32829 45465 62747
7305 5435 89541
12637 19050 40259
1380 44301 43371
9245 35649 24116
17441 4432 97957
5072 9204 30962
4400 18421 11765
9917 45213 97972
11479 48044 27707
29878 48142 5205
5051 13174 12163
48044 3276 83987
7361 22245 45994
26082 21398 93164
14467 14525 91697
1250 776 48056
8910 30304 21970
37276 34963 14179
38743 870 79215
17795 6 64879
35346 44466 87138
4842 21297 22376
33572 22053 15097
13306 49462 43720
27736 17135 87487
29658 19412 26129
49437 48243 53794
23372 10961 86316
27222 47965 63518
16123 48902 82166
9072 1162 72687
9336 17463 84074
8986 47691 39561
37500 2119 7237
44192 34554 80621
48332 1644 87541
20550 24367 32675
8534 24886 73253
42123 2453 17554
21232 18166 80504
7956 10813 61953
40099 17049 80828
13769 6724 73711
16870 19620 44000
9663 34197 25679
19095 35827 52394
24711 27746 4704
12259 470 81037
28626 32109 8452
16820 35063 12085
49166 21798 24528
28466 38447 81991
6598 37286 6318
34936 48964 40858
20727 49171 41358
26182 25315 72090
2232 20980 21965
44118 1206 60733
17525 4734 62955
883 31580 75272
15998 28657 9947
41876 25486 95545
38088 3650 75716
43804 9102 16515
46076 15223 93264
17739 47646 66702
38643 24712 85121
30771 13541 58810
34050 25202 70081
4348 40819 20018
12941 42162 34143
31794 39490 99957
43174 18058 13193
14542 24289 69628
23003 34857 68712
9670 46054 19248
19677 21307 65639
7216 39170 13077
42078 33215 48325
25846 4849 50497
140 1648 84548
37497 28246 65648
46146 30730 25614
12702 18099 65069
35614 47740 36783
32591 41338 69048
49990 35035 85456
4683 15517 5203
33013 36909 80649
38227 8485 46306
13827 14366 74111
1145 6776 6315
3197 3541 46725
11029 34152 52638
4855 18823 5138
22466 3945 1128
13848 31908 32613
3290 40864 59376
42549 44900 49210
13289 18952 91760
25160 17840 60188
37932 24574 41196
17683 40912 82838
49309 46206 26808
43249 41635 99639
38591 28565 11821
13822 36916 38407
32864 7660 86938
42619 33202 9674
11111 9706 91614
2293 35623 8784
13795 42189 40808
31914 37397 37962
29974 15863 65445
20861 40707 46435
12562 21286 78923
41058 5188 45165
41229 20136 38666
45324 22919 26203
14005 13891 37961
43884 48252 42360
4826 2597 21932
48989 8886 11985
13510 13539 17018
41721 31942 15552
31054 20242 25738
24238 38826 45301
22653 38061 96059
18452 7773 17238
33339 31902 83088
30208 37508 64737
44726 31749 95089
23792 49563 99808
46512 32464 95668
809 38160 76800
11889 14303 53912
35354 27730 76153
5556 26979 770
48007 16945 12279
44157 32791 96410
24456 676 25105
8704 7359 81501
7657 4034 67731
25121 35518 47177
49874 13616 52896
32624 28450 48018
7015 27703 97730
20285 24574 380
26568 24123 84770
26231 33965 19130
32476 6569 71535
2322 8675 24776
16720 14275 34661
19504 35864 99336
37360 19207 80936
29771 30703 63493
28987 5307 50507
32778 42727 17599
40786 34568 67990
45299 4247 15674
30320 378 781
44898 46878 10728
28792 49723 50641
46861 27892 95253
47879 5517 50628
21306 21764 40705
46224 25597 71062
17930 34294 89053
44064 28864 15425
9710 18157 77215
16853 3202 68904
29338 36656 69116
18659 842 49797
40944 25040 24833
37656 21191 6736
46211 18963 79241
34926 44046 98339
15487 20596 63838
36515 2151 65926
30789 47900 36167
23777 1468 86555
8389 39293 60544
42043 36463 77826
5747 10728 3202
9599 7993 1666
2323 567 3561
31871 38128 52289
29358 14573 52005
16781 25382 95675
47373 30192 55929
37884 47556 64940
48431 5116 29260
24119 3096 78373
9704 45311 8090
28554 35585 79404
22082 31250 39923
10577 20175 54661
22589 47819 51728
30421 16514 95987
23944 1069 86321
20358 34709 39751
28989 18241 14291
18652 20212 59080
48159 31033 66826
784 48805 50269
33794 11794 90931
28413 31128 78270
47649 35196 83592
1163 5058 91411
1157 4712 39016
20203 39613 17759
28774 42662 77580
23629 30152 66768
21233 27542 37153
17745 19788 56168
38550 38981 68844
15657 36716 35544
9275 31069 51583
21099 16821 37158
40889 29604 10458
30565 305 22600
20029 12990 31171
7781 34581 11950
27437 33201 71217
32463 6945 81705
35350 27174 1788
35389 9090 20798
24189 4559 65960
23528 22347 78877
27913 33718 64882
4759 45077 77995
17222 14828 8499
44218 34468 45167
46782 35867 26228
2934 21985 9954
12469 2204 70763
35833 48867 53221
34076 35234 78603
48431 4851 93049
27808 16391 1741
40719 44326 72834
12570 7933 7290
23897 31481 76218
13255 37998 69640
41950 10004 5605
36692 1928 20895
38271 24261 93551
29109 12519 92270
18911 45194 32039
7861 6617 88158
23141 32221 40417
12747 8309 8283
4573 49890 74810
14055 35937 33265
20008 12389 8260
35344 46359 56244
25569 3272 64556
37802 16352 2541
44874 14555 54021
45592 6474 72206
43294 2451 67731
22265 25624 9967
47364 32931 75009
18385 42496 17181
9206 977 92593
49930 11462 45831
7056 48470 47900
15372 4083 18938
34770 914 68950
40501 11210 41245
4446 17801 11151
41218 20263 47557
40106 25603 23757
18226 46741 69884
15577 24115 82521
28528 38246 10281
39235 46020 79723
651 49118 20402
29242 25197 13395
45373 21684 45625
1021 29817 25136
49111 25640 24552
21129 3546 40621
25986 1484 21202
4404 40371 33055
8549 15578 5979
342 43248 89917
621 42882 69061
5628 30638 36067
46750 19143 53818
44842 18382 4084
33344 876 96635
9501 28529 90912
7403 16650 14168
16636 19924 164
28338 24522 68220
26944 32508 81315
47387 26276 61126
26660 4465 52114
47779 15966 66162
30647 19607 98251
35467 35369 61030
45362 14927 27184
17246 24113 15632
48826 40790 10245
723 618 28905
27285 14481 67330
41510 10106 89538
22660 48394 43780
33271 16627 21881
13118 28144 79727
43154 33118 79082
17816 34429 80895
10799 10691 47341
28193 46339 93210
4852 39512 78768
5346 31393 4150
42281 37219 64529
28249 35593 24687
19783 17586 91623
31381 32780 55402
48460 5783 85821
3279 20146 30764
30502 42990 29305
19697 47911 80072
6007 13081 69747
20307 8511 61083
20988 28304 22646
44205 39344 66832
32782 25715 31011
29506 32438 44336
11345 28194 86792
39849 9452 83037
35029 38727 76374
18532 9859 26328
42960 11556 7612
43267 12484 5209
26755 36268 7814
40742 28957 50742
25846 30251 63058
48483 18457 63442
4928 42468 7360
37867 40699 38530
42840 48945 55148
4301 47903 80931
35830 47437 23336
7308 31181 50598
24553 24305 61421
23268 2004 21620
48706 26345 9059
35262 27376 15393
39019 44990 60339
15199 48629 90345
12030 41759 52661
14047 33458 74992
23460 30697 60422
26806 47391 19910
47535 16016 7753
2775 10486 99047
48728 34993 65075
757 11918 61895
22313 33170 87137
12971 43643 9215
47946 2846 97663
34018 18468 32884
42773 11284 42744
